,time_period,model_type,clf,parameters,auc-roc,p_at_1,p_at_2,p_at_5,p_at_10,p_at_20,p_at_30,p_at_50,r_at_1,r_at_2,r_at_5,r_at_10,r_at_20,r_at_30,r_at_50,f1_at_1,f1_at_2,f1_at_5,f1_at_10,f1_at_20,f1_at_30,f1_at_50
10,train_test_data_period_1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 10, 'max_features': 'log2', 'n_estimators': 1}",0.5379760246757797,0.004310344827586207,0.0021551724137931034,0.26161790017211706,0.2706540447504303,0.2787696278769628,0.27946659019214226,0.27374397797660016,0.00017259233690024162,0.00017259233690024162,0.05246807041767346,0.10856057991025199,0.22367966862271316,0.3363824646185709,0.5491888160165689,0.00033189512114171923,0.00031959092361776926,0.08740655549166189,0.15496427691549644,0.2482045389255961,0.30529448621553884,0.36536915834194517
11,train_test_data_period_1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=10, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 10, 'max_features': 'log2', 'n_estimators': 10}",0.5637190903578928,0.30603448275862066,0.2995689655172414,0.3123924268502582,0.3089500860585198,0.300494730049473,0.29853742472039,0.28785271851342054,0.012254055919917156,0.023990334829133587,0.06265101829478771,0.12392129789437349,0.24111149464963755,0.3593372454263031,0.5774939592682085,0.023564553601062067,0.044423138382869924,0.10437032777458309,0.1768908598176891,0.2675476395671742,0.32612781954887216,0.3842002526122402
12,train_test_data_period_1,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=5,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1}",0.5483679196352172,0.0,0.0,0.0,0.0,0.0,0.16647548035560653,0.34910529938059187,0.0,0.0,0.0,0.0,0.0,0.20037970314118053,0.7003797031411805,,,,,,0.18186090225563908,0.4659547594442531
13,train_test_data_period_1,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=5,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5}",0.5705310490390462,0.07758620689655173,0.03879310344827586,0.28055077452667815,0.1561962134251291,0.3185631318563132,0.2588184685976484,0.2989504473503097,0.0031066620642043494,0.0031066620642043494,0.05626510182947877,0.06265101829478771,0.25560925094925785,0.31152916810493614,0.5997583707283397,0.005974112180550946,0.005752636625119847,0.09373202990224266,0.08943089430894308,0.2836349707938332,0.28273809523809523,0.399012515788265
14,train_test_data_period_1,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=5,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 1}",0.5483679196352172,0.0,0.0,0.0,0.0,0.0,0.16647548035560653,0.34910529938059187,0.0,0.0,0.0,0.0,0.0,0.20037970314118053,0.7003797031411805,,,,,,0.18186090225563908,0.4659547594442531
15,train_test_data_period_1,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=5,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 5}",0.5700917316305647,0.1336206896551724,0.28879310344827586,0.22805507745266781,0.31626506024096385,0.31167993116799314,0.31574419271580156,0.31383344803854096,0.005350362443907491,0.02312737314463238,0.04573696927856403,0.1268553676216776,0.25008629616845013,0.38004832585433207,0.6296168450120815,0.010288748755393295,0.04282518376478108,0.07619321449108682,0.18107908351810792,0.2775064636598679,0.3449248120300752,0.4188770237685154
16,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 1, 'subsample': 0.5}",0.5492814407684735,0.004310344827586207,0.0021551724137931034,0.3304647160068847,0.28270223752151463,0.28780382878038285,0.28391167192429023,0.29800412938747417,0.00017259233690024162,0.00017259233690024162,0.06627545736969279,0.11339316534345875,0.2309285467725233,0.34173282706247843,0.597859855022437,0.00033189512114171923,0.00031959092361776926,0.11040828062104657,0.16186252771618626,0.2562482045389256,0.3101503759398496,0.3977494545872086
17,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 1, 'subsample': 1.0}",0.5487762220405654,0.004310344827586207,0.0021551724137931034,0.270223752151463,0.25430292598967297,0.27210152721015274,0.28305133352451967,0.28750860289057123,0.00017259233690024162,0.00017259233690024162,0.05419399378667587,0.1020020711080428,0.21832930617880567,0.340697273041077,0.5768035899206075,0.00033189512114171923,0.00031959092361776926,0.09028177113283496,0.1456023651145602,0.24226754763956718,0.30921052631578955,0.3837409576300379
18,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.5}",0.5559154574820251,0.3620689655172414,0.3232758620689655,0.3055077452667814,0.30120481927710846,0.301570230157023,0.2913679380556352,0.27830350997935305,0.014497756299620296,0.025888850535036246,0.06127027959958578,0.12081463583016915,0.24197445633413878,0.350707628581291,0.5583362098722817,0.02787919017590441,0.04793863854266539,0.10207015526164462,0.17245627001724562,0.2685052188068563,0.3182957393483709,0.37145481685612586
19,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 10, 'subsample': 1.0}",0.5579687812164795,0.1896551724137931,0.23706896551724138,0.26592082616179,0.2740963855421687,0.2895246289524629,0.2889303125896186,0.2814005505849966,0.0075940628236106315,0.018985157059026578,0.053331032102174665,0.10994131860545392,0.23230928546772522,0.34777355885398686,0.5645495340006904,0.014603385330235644,0.035155001597954615,0.08884416331224843,0.15693520571569353,0.2577803313224169,0.3156328320802005,0.3755884716959468
20,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 20, 'n_estimators': 1, 'subsample': 0.5}",0.5131249579989715,0.004310344827586207,0.0021551724137931034,0.0008605851979345956,0.0004302925989672978,0.3204990320499032,0.2652710065959277,0.3710426703372333,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.25716258198136005,0.31929582326544703,0.7443907490507421,0.00033189512114171923,0.00031959092361776926,0.0002875215641173088,0.0002463661000246366,0.2853586134252609,0.28978696741854637,0.495234814559651
21,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 20, 'n_estimators': 1, 'subsample': 1.0}",0.5243063684653965,0.004310344827586207,0.0021551724137931034,0.0008605851979345956,0.0004302925989672978,0.32802753280275326,0.2628333811299111,0.3817962835512732,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.2632033137728685,0.3163617535381429,0.7659647911632723,0.00033189512114171923,0.00031959092361776926,0.0002875215641173088,0.0002463661000246366,0.2920616681030355,0.28712406015037595,0.5095877827534735
22,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 20, 'n_estimators': 10, 'subsample': 0.5}",0.5468056593673971,0.3922413793103448,0.34698275862068967,0.31669535283993117,0.3080895008605852,0.296622929662293,0.28735302552337255,0.27374397797660016,0.01570590265792199,0.0277873662409389,0.06351397997928893,0.123576113220573,0.2380048325854332,0.3458750431480842,0.5491888160165689,0.03020245602389645,0.05145413870246085,0.10580793559516966,0.17639812761763982,0.26410035430431866,0.31390977443609025,0.36536915834194517
23,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.05, 'max_depth': 20, 'n_estimators': 10, 'subsample': 1.0}",0.5363606834142343,0.17672413793103448,0.08836206896551724,0.035283993115318414,0.29130808950086057,0.2738223273822327,0.2770289647261256,0.2740880935994494,0.007076285812909907,0.007076285812909907,0.007076285812909907,0.11684501208146358,0.21971004487400758,0.3334483948912668,0.5498791853641698,0.013607699966810488,0.01310322786832854,0.011788384128809662,0.16678984971667898,0.2437996744230585,0.3026315789473684,0.36582845332414743
24,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1, 'subsample': 0.5}",0.5448042646267109,0.004310344827586207,0.0021551724137931034,0.32358003442340794,0.27538726333907054,0.2804904280490428,0.2777459133926011,0.2765829318651067,0.00017259233690024162,0.00017259233690024162,0.06489471867449086,0.11045909561615465,0.22506040731791507,0.33431135657576805,0.5548843631342768,0.00033189512114171923,0.00031959092361776926,0.10810810810810811,0.15767430401576743,0.24973666570908742,0.3034147869674185,0.3691583419451142
25,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1, 'subsample': 1.0}",0.5502277963726063,0.004310344827586207,0.0021551724137931034,0.25903614457831325,0.25,0.27403742740374276,0.28018353885861774,0.2972298692360633,0.00017259233690024162,0.00017259233690024162,0.05195029340697273,0.10027614773904038,0.21988263721090784,0.33724542630307214,0.5963065239903348,0.00033189512114171923,0.00031959092361776926,0.08654399079930995,0.14313870411431387,0.24399119027099492,0.306077694235589,0.39671604087725343
26,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.5}",0.5614264769499739,0.29310344827586204,0.30387931034482757,0.3218588640275387,0.31368330464716004,0.30307593030759306,0.2916547175222254,0.2827770130763937,0.01173627890921643,0.02433551950293407,0.06454953400069037,0.12581981360027614,0.24318260269244046,0.35105281325509147,0.5673110113910942,0.02256886823763691,0.045062320230105465,0.1075330649798735,0.17960088691796008,0.26984582974241117,0.3186090225563909,0.377425651624756
27,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 1.0}",0.5624758253056241,0.28879310344827586,0.2952586206896552,0.29604130808950085,0.29733218588640276,0.301570230157023,0.2943791224548322,0.2832931865106676,0.01156368657231619,0.023645150155333104,0.05937176389368312,0.11926130479806697,0.24197445633413878,0.35433206765619607,0.5683465654124957,0.022236973116495185,0.04378395653563439,0.09890741805635424,0.1702389751170239,0.2685052188068563,0.3215852130325814,0.3781145940980595
28,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 1, 'subsample': 0.5}",0.5111456045278484,0.004310344827586207,0.0021551724137931034,0.0008605851979345956,0.0004302925989672978,0.18455581845558183,0.2763120160596501,0.4029593943565038,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.1480842250604073,0.33258543320676565,0.8084225060407317,0.00033189512114171923,0.00031959092361776926,0.0002875215641173088,0.0002463661000246366,0.16432059752944556,0.30184837092731825,0.5378344241589161
29,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 1, 'subsample': 1.0}",0.5270156745959468,0.004310344827586207,0.0021551724137931034,0.0008605851979345956,0.0004302925989672978,0.32394063239406323,0.2665615141955836,0.3869580178940124,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.00017259233690024162,0.2599240593717639,0.3208491542975492,0.7763203313772868,0.00033189512114171923,0.00031959092361776926,0.0002875215641173088,0.0002463661000246366,0.2884228669922436,0.29119674185463656,0.5164772074865083
30,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 10, 'subsample': 0.5}",0.5476410768812535,0.34913793103448276,0.31896551724137934,0.29604130808950085,0.29130808950086057,0.28780382878038285,0.28247777459133927,0.2759807295251204,0.013979979288919572,0.02554366586123576,0.05937176389368312,0.11684501208146358,0.2309285467725233,0.340006903693476,0.5536762167759751,0.026883504812479253,0.04729945669542985,0.09890741805635424,0.16678984971667898,0.2562482045389256,0.3085839598997494,0.3683545757262602
31,train_test_data_period_1,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=20,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=10,
              presort='auto', random_state=None, subsample=1.0, verbose=0,
              warm_start=False)","{'learning_rate': 0.1, 'max_depth': 20, 'n_estimators': 10, 'subsample': 1.0}",0.5395918702463192,0.16379310344827586,0.08189655172413793,0.27796901893287435,0.25860585197934594,0.27618842761884277,0.28018353885861774,0.27236751548520305,0.006558508802209182,0.006558508802209182,0.055747324818778046,0.10372799447704521,0.22160856057991024,0.33724542630307214,0.546427338626165,0.01261201460338533,0.012144455097475233,0.09286946520989074,0.14806602611480657,0.24590634875035908,0.306077694235589,0.36353197841313584
